targetId,strataId,cohortId,cohortType,name
137,4,137000041,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Sex = Male
138,4,138000041,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with Sex = Male
139,4,139000041,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with Sex = Male
140,4,140000041,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with Sex = Male
141,4,141000041,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with Sex = Male
111,5,111000051,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age >= 18
112,5,112000051,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with Age >= 18
113,5,113000051,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age >= 18
114,5,114000051,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with Age >= 18
115,5,115000051,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with Age >= 18
116,5,116000051,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with Age >= 18
126,5,126000051,TwS,Persons tested for SARS-CoV-2 with at least 365d prior observation with Age >= 18
127,5,127000051,TwS,Persons tested for SARS-CoV-2 with no required prior observation with Age >= 18
128,5,128000051,TwS,Persons tested positive for SARS-CoV-2 with at least 365d prior observation with Age >= 18
129,5,129000051,TwS,Persons tested positive for SARS-CoV-2 with no required prior observation with Age >= 18
130,5,130000051,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 18
131,5,131000051,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age >= 18
132,5,132000051,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 18
133,5,133000051,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with Age >= 18
134,5,134000051,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 18
135,5,135000051,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age >= 18
136,5,136000051,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 18
137,5,137000051,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age >= 18
138,5,138000051,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 18
139,5,139000051,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with Age >= 18
140,5,140000051,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 18
141,5,141000051,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with Age >= 18
111,6,111000061,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age < 18
112,6,112000061,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with Age < 18
113,6,113000061,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age < 18
114,6,114000061,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with Age < 18
115,6,115000061,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with Age < 18
116,6,116000061,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with Age < 18
126,6,126000061,TwS,Persons tested for SARS-CoV-2 with at least 365d prior observation with Age < 18
127,6,127000061,TwS,Persons tested for SARS-CoV-2 with no required prior observation with Age < 18
128,6,128000061,TwS,Persons tested positive for SARS-CoV-2 with at least 365d prior observation with Age < 18
129,6,129000061,TwS,Persons tested positive for SARS-CoV-2 with no required prior observation with Age < 18
130,6,130000061,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 18
131,6,131000061,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age < 18
132,6,132000061,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 18
133,6,133000061,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with Age < 18
134,6,134000061,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 18
135,6,135000061,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age < 18
136,6,136000061,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 18
137,6,137000061,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age < 18
138,6,138000061,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with Age < 18
139,6,139000061,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with Age < 18
140,6,140000061,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with Age < 18
141,6,141000061,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with Age < 18
111,7,111000071,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age >= 65
112,7,112000071,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with Age >= 65
113,7,113000071,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age >= 65
114,7,114000071,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with Age >= 65
115,7,115000071,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with Age >= 65
116,7,116000071,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with Age >= 65
126,7,126000071,TwS,Persons tested for SARS-CoV-2 with at least 365d prior observation with Age >= 65
127,7,127000071,TwS,Persons tested for SARS-CoV-2 with no required prior observation with Age >= 65
128,7,128000071,TwS,Persons tested positive for SARS-CoV-2 with at least 365d prior observation with Age >= 65
129,7,129000071,TwS,Persons tested positive for SARS-CoV-2 with no required prior observation with Age >= 65
130,7,130000071,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 65
131,7,131000071,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age >= 65
132,7,132000071,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 65
133,7,133000071,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with Age >= 65
134,7,134000071,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 65
135,7,135000071,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age >= 65
136,7,136000071,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 65
137,7,137000071,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age >= 65
138,7,138000071,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 65
139,7,139000071,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with Age >= 65
140,7,140000071,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with Age >= 65
141,7,141000071,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with Age >= 65
111,8,111000081,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age < 65
112,8,112000081,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with Age < 65
113,8,113000081,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Age < 65
114,8,114000081,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with Age < 65
115,8,115000081,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with Age < 65
116,8,116000081,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with Age < 65
126,8,126000081,TwS,Persons tested for SARS-CoV-2 with at least 365d prior observation with Age < 65
127,8,127000081,TwS,Persons tested for SARS-CoV-2 with no required prior observation with Age < 65
128,8,128000081,TwS,Persons tested positive for SARS-CoV-2 with at least 365d prior observation with Age < 65
129,8,129000081,TwS,Persons tested positive for SARS-CoV-2 with no required prior observation with Age < 65
130,8,130000081,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 65
131,8,131000081,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age < 65
132,8,132000081,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 65
133,8,133000081,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with Age < 65
134,8,134000081,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 65
135,8,135000081,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age < 65
136,8,136000081,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Age < 65
137,8,137000081,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Age < 65
138,8,138000081,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with Age < 65
139,8,139000081,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with Age < 65
140,8,140000081,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with Age < 65
141,8,141000081,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with Age < 65
111,9,111000091,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Black or African American
112,9,112000091,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with Black or African American
113,9,113000091,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Black or African American
114,9,114000091,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with Black or African American
115,9,115000091,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with Black or African American
116,9,116000091,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with Black or African American
126,9,126000091,TwS,Persons tested for SARS-CoV-2 with at least 365d prior observation with Black or African American
127,9,127000091,TwS,Persons tested for SARS-CoV-2 with no required prior observation with Black or African American
128,9,128000091,TwS,Persons tested positive for SARS-CoV-2 with at least 365d prior observation with Black or African American
129,9,129000091,TwS,Persons tested positive for SARS-CoV-2 with no required prior observation with Black or African American
130,9,130000091,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Black or African American
131,9,131000091,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Black or African American
132,9,132000091,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with Black or African American
133,9,133000091,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with Black or African American
134,9,134000091,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Black or African American
135,9,135000091,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Black or African American
136,9,136000091,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Black or African American
137,9,137000091,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Black or African American
138,9,138000091,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with Black or African American
139,9,139000091,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with Black or African American
140,9,140000091,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with Black or African American
141,9,141000091,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with Black or African American
111,10,111000101,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with White
112,10,112000101,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with White
113,10,113000101,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with White
114,10,114000101,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with White
115,10,115000101,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with White
116,10,116000101,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with White
126,10,126000101,TwS,Persons tested for SARS-CoV-2 with at least 365d prior observation with White
127,10,127000101,TwS,Persons tested for SARS-CoV-2 with no required prior observation with White
128,10,128000101,TwS,Persons tested positive for SARS-CoV-2 with at least 365d prior observation with White
129,10,129000101,TwS,Persons tested positive for SARS-CoV-2 with no required prior observation with White
130,10,130000101,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with White
131,10,131000101,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with White
132,10,132000101,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with White
133,10,133000101,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with White
134,10,134000101,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with White
135,10,135000101,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with White
136,10,136000101,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with White
137,10,137000101,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with White
138,10,138000101,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with White
139,10,139000101,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with White
140,10,140000101,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with White
141,10,141000101,TwS,Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with White
111,11,111000111,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Index date: Jan 2020
112,11,112000111,TwS,Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with Index date: Jan 2020
113,11,113000111,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with Index date: Jan 2020
114,11,114000111,TwS,Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with Index date: Jan 2020
115,11,115000111,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with Index date: Jan 2020
116,11,116000111,TwS,Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with Index date: Jan 2020
126,11,126000111,TwS,Persons tested for SARS-CoV-2 with at least 365d prior observation with Index date: Jan 2020
127,11,127000111,TwS,Persons tested for SARS-CoV-2 with no required prior observation with Index date: Jan 2020
128,11,128000111,TwS,Persons tested positive for SARS-CoV-2 with at least 365d prior observation with Index date: Jan 2020
129,11,129000111,TwS,Persons tested positive for SARS-CoV-2 with no required prior observation with Index date: Jan 2020
130,11,130000111,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Index date: Jan 2020
131,11,131000111,TwS,Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Index date: Jan 2020
132,11,132000111,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with Index date: Jan 2020
133,11,133000111,TwS,Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with Index date: Jan 2020
134,11,134000111,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Index date: Jan 2020
135,11,135000111,TwS,Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Index date: Jan 2020
136,11,136000111,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with Index date: Jan 2020
137,11,137000111,TwS,Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with Index date: Jan 2020
138,11,138000111,TwS,Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with Index date: Jan 2020
139,11,139000111,TwS,Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with Index date: Jan 2020
